" اونی که توی عکس زده نیست, روی لب کلن یه رنگ دیگه میشه, چرب و نرمه, ولی یکمی شاین داره و مات نیست ",رنگش,negative,"['رنگ: Positive', 'چگب و نرمی: Positive', 'شاین: Negative']"
با سلام حدود دو هفته میشه که این گوشی رو خریدم و میخوام تجربه این دو هفتهی خودم برای شما در میون بگذارم اول از اینکه گوشی خیلی ساختار خوش دست و خوش فرمی داره دوم اینکه در عرض۱ساعت شارژ میشه و حدودا دو روز کامل شارژ نگه میداره سوم اینکه کیفیت دوربین متوسط هستش ینی نه خیلی خوب و نه خیلی بد چهارم اینکه سرعت و عملکردش خیلی سریع هست اما چیزی که دل من رو از این گوشی زده متاسفانه امروز خیلی خیلی اتفاقی پرگار به ارامی از دستم ول شد و صاف افتاد روی دکمه هوم و بعد از اون حسگر اثر انگشتم از کار افتاده واقعا این مورد ازارم میده اما نقطه ضعف بعدی اینه که قدیمی بودن فضا این حس رو به شما دست میده که دارید از گوشیهای قدیمی سامسونگ استفاده میکنید برای من که اندروید ۷ نیومده ولی اگه بیاد خیلی وضعیت رو بهتر میکنه من پیشنهادم اینه که ال جی استایلوس ۳ با وجود کمبود سخت افزاری از این گوشی خیلی خیلی بهتر هست و امکاناتش هم خوبه ,"ساختار, قدیمی بودن فضا, عملکردش, کیفیت دوربین","positive, negative, positive, neutral","['ساختار: Positive', 'شارژ: Positive', 'uality دوربین: Negative', 'سرعت: Positive', 'مشکل Software: Negative', 'قدمی: Negative']"
با سلام حدود ۱۰ روزه دارم این کابل رو استفاده میکنم بجز انعطاف پایین و سازگاری فقط با تعداد محدودی از گوشیا (فقط مدلهای سامسونگ رو شارژ میکنه  اونم با قطعی زیاد) مشکل بدی که اره اینه که سری که به گوشی میخوره زیاده از حد بلند و بیش از حد معمول قطرش زیاده و درگاه شارژ گوشی رو گشاد میکنه من بالای۱۴-۱۵ مدل کابل شارژ دارم و با تست میزان عبور امپر و طول عمر و کیفیت ساخت سریهای کابلا در بارشون قضاوت میکنم …یه مدل remax دارم که اخ نگفته تا حالا قیمتشم مناسبه توی قیمت بالا مدلای enegra و anker بهترین مدلایین که داشتم و قیمت متوسط بهترینا مدل فلت remax (مدلای دیگش خوب نبودن) و awie و بخصوص مدل ۳ امپری اسکار (oscar) بهترینا بودن برعکس این مدل  مدلای دیگه همین مارک ایوکی هم خوب بودن مدلای میکرو یو اس بی ,"انعطاف, سازگاری","negative, negative","['قطرش: Positive', 'شارژ: Negative', '質量: Negative', 'امپر: Positive', ' طول عمر: Positive']"
با سلام حدود ۳ هفته گوشی رو داشتم و باهاش کار کردم همه چیو جواب میداد و داغ هم نمیکرد نسبت به ال جی های قبلی ولی اگر دوربینش مهمه براتون نخرید که متاسفانه بده صفحه نمایش هم اصلا جالب نیست عکسها رو که نگاه میکنی بخصوص در حالت واید گرفته باشی همه افرادی که در گوشه تصویرن همه عکسشون تاره جوری تشخیص داده نمیشن به نظر من به پولی که میدی نمی ارزه ,"دوربینش, گوشی, صفحه نمایش","negative, negative, negative","['رو (`Product`): Positive', 'قbores (`Camera`): Positive', 'صفحه نمایش (`Display`): Negative', 'تصнівер (`Image Quality`): Negative']"
با سلام حدود ۶ ماه هست این گوشیو دارم و واقعا راضیم ازش به اون دسته افرادی هم که میگن این گوشی بدرد نمیخوره یا چون برند هواوی هست گوشی ضعیفیه باید بگم سخت در اشتباهن این گوشی از هر نظر از j۷ سر تره و واقعا قابل مقیاس با htc و sony c۴ نیست چون از هر لحاظ از اونا سرتره گوشی واقعا خوش ساخت و خوش دستیه و تو این رنج قیمت بدنه المینیومیش بینظیره و حسگر بسیار قوی و دقیقی داره در مورد اسپیکر و کیفیت صداش باید بگم من به شخصه از جای بلندگو و اسپیکرش خوشم میاد و بنظرم بهترین جا هست و کیفیت صدای شفاف و مطلوبی داره از نظر دوربین اگه دوربین در نور کافی باشه عکس بسیار خوب و دقیقی میگیره ولی اگه در نور کافی نباشه کیفیت متوسطی داره دوربین سلفیشم متوسط روبه خوبه از نظر رابط کاربری رابط بسیار خوب و بی نقصی داره خلاصه تو این رنج قیمت تکه فقط تنها مشکلی که من باهاش داشتم اینکه کابل otg ساپورت نمیکنه که اونم فکنم باید تنظیم شه چون قابلیت اتصال کابل otg داره ,کیفیت,neutral,"['برنامه‌رسانی: Positive', 'şu regla: Positive', ' Design: Positive', ' بدنه: Positive', ' Senatorsور: Positive', 'اسپیکر: Positive', '品質 صدا: Positive', 'دوربین: Positive', 'باتری: Negative']"
با سلام حدودا شش ماهی (هفته ای سه مرتبه) میشه از این ریش تراش استفاده میکنم. دستگاه بسیار خوب و کارامدی است. صدای خفیف، ارگونومی عالی، لرزش بسیار کم، عملکرد تراشیدن بی نظیر، عمر خوب باتری و تکنولوژی شارژ سریع و قابلیت شستشو زیر اب از ویژگی های این محصول است. خط زن تقریبا خوبی (نه ضعیف) داره. بنظر بنده تا رنج قیمت ۳۵۰ بهترین مورد برای انتخاب است. ,خط زن,negative,"['ریش تراش: Positive', 'صدای خفیف: Positive', ' ارگون: Positive', 'لرزش: Negative', 'عملکرد تراشیدن: Positive', 'باتری: Positive', 'تکنولوژی شارژ: Positive', 'شستشو زیر اب: Positive', 'خط زن: Relatively Positive']"
با سلام خدمت تمام دی جی کالاییهای عزیز من این محصول رو دوشنبه سفارش دادم که چهارشنبه رسید دستم تو پیشنهاد ویژه بود که از نظر قیمت خیلی خیلی بصرفهتر بود کیفیتش خیلی عالیه فقط کیفیت دسته یخورده کمه در حد عالی نیست در حد متوسطه که جای بهتر شدن داشت ,کیفیت دسته,neutral,"['قیمت: Positive', 'qualität: Positive', 'دسته یخ: Negative']"
با سلام خدمت دوستان این ماشین از همه نظر به نسبت قیمت اش عالیه فقط اگه از ۰ میزد فوق العاده بود من باهاش مو زدم اذیت نکرد. البته به برق (AC) وصل باشه که زور دستگاه بیشتر باشه. ریش هارو هم یک دست زد فقط یکم جنس بدنه اش لیز هست که باید مواظب باشید ولی خوش دست هست به نسبت پولی که میدید جنس با کیفیت و خوبی تحویل می گیرد با تشکر دوستان ببخشید یکم طولانی شد ,جنس بدنه اش,negative,"[' Circuits: Positive', 'Body: Negative', 'Quality: Positive']"
با سلام خدمت دوستان این مودم نسبت به قیمت اون، و کیفیت آنت دهی ۴g بسیار عالی است. ,مودم,positive,"['قیمت: Positive', '品質: Positive']"
با سلام خدمت دوستان این هارد مدل ارتقا یافته ی سری قبل یعنی Western Digital Black WD۴۰۰۳FZEX Internal Hard Drive - ۴TB است با ۱۲۸ بافر که قبلی ۶۴ بافر بود وگرنه تفاوتی دیگه ای وجود نداره بینشو و سری های مشکی wd واقعا خوبه برای همینم قیمت بیشتری داره من این هاردو از بیرون تهیه کردم با تشکر از دیجی کالا ,"این هارد, سری های مشکی wd","neutral, positive","['حافظه: Positive', 'بuffer: Positive']"
با سلام خدمت دوستان این پرینتر فقط برای چاپ عکس ان هم برای مقدار کمی درست شده و هرگز برای چاپ زیاد خوب نیست در ضمن جوهر آن خیلی زود تموم میشه ,جوهر,negative,"['پرینتر: Negative', 'جوه: Negative']"
